Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;Moyenne loyer mensuel;Surface moyenne (m²);nombre_observations;nombre_logements;methodologie_production
B6100;2025;Agglomération d'Alençon;;;1. Avant 1946;;Ensemble 3P;5.7;6.2;7.7;9;9.7;7.6;377;420;495;550;591;486;64;116;406;Estimation directe
B6100;2025;Agglomération d'Alençon;;;2. Entre 1946-1970;;;5.9;6.9;7.9;9.5;11.5;7.7;268;360;471;599;650;478;63;230;1201;Estimation directe
B6100;2025;Agglomération d'Alençon;;;2. Entre 1946-1970;;Ensemble 4P+;5.3;6.4;7.2;8.3;10;7;400;467;600;650;670;572;81;88;406;Estimation directe
B6100;2025;Agglomération d'Alençon;;;2. Entre 1946-1970;;Ensemble 1P;;;;;;;;;;;;;;29;173;Estimation directe
B6100;2025;Agglomération d'Alençon;;;2. Entre 1946-1970;;Ensemble 2P;;;;;;;;;;;;;;44;277;Estimation directe
B6100;2025;Agglomération d'Alençon;;;2. Entre 1946-1970;;Ensemble 3P;5.8;6.8;7.3;8.7;9.4;7.5;400;420;480;550;586;489;65;69;345;Estimation directe
B6100;2025;Agglomération d'Alençon;;;3. Entre 1971-1990;;;6.6;7.2;8.7;10.3;12.5;8.2;305;371;510;625;673;512;63;180;1197;Estimation directe
B6100;2025;Agglomération d'Alençon;;;3. Entre 1971-1990;;Ensemble 4P+;6;6.7;7.2;7.9;9.2;7.1;569;590;629;680;790;656;92;51;437;Estimation directe
B6100;2025;Agglomération d'Alençon;;;3. Entre 1971-1990;;Ensemble 1P;;;;;;;;;;;;;;42;162;Estimation directe
B6100;2025;Agglomération d'Alençon;;;3. Entre 1971-1990;;Ensemble 2P;7.2;7.9;8.8;9.7;10.1;8.7;371;400;439;466;492;436;50;56;320;Estimation directe
B6100;2025;Agglomération d'Alençon;;;3. Entre 1971-1990;;Ensemble 3P;;;;;;;;;;;;;;31;277;Estimation directe
B6100;2025;Agglomération d'Alençon;;;4. Entre 1991-2005;;;6.8;7.8;8.9;10;11.4;8.5;394;434;525;660;715;542;64;179;723;Estimation directe
B6100;2025;Agglomération d'Alençon;;;4. Entre 1991-2005;;Ensemble 4P+;6.8;7.2;7.8;8.3;8.5;7.6;630;653;680;722;739;683;90;59;274;Estimation directe
B6100;2025;Agglomération d'Alençon;;;4. Entre 1991-2005;;Ensemble 1P;;;;;;;;;;;;;;13;78;Estimation directe
B6100;2025;Agglomération d'Alençon;;;4. Entre 1991-2005;;Ensemble 2P;8.9;9.6;10.3;11.1;11.4;10.1;381;400;434;480;501;438;43;54;176;Estimation directe
B6100;2025;Agglomération d'Alençon;;;4. Entre 1991-2005;;Ensemble 3P;6.6;7.8;8.8;9.8;10;8.4;400;460;536;592;616;524;62;53;196;Estimation directe
B6100;2025;Agglomération d'Alençon;;;5. Après 2005;;;6;6.7;7.7;8.5;9.4;7.3;425;500;645;750;810;634;87;123;565;Estimation directe
B6100;2025;Agglomération d'Alençon;;;5. Après 2005;;Ensemble 4P+;5.6;6.3;6.9;7.7;8.1;6.9;498;627;735;765;815;700;102;64;268;Estimation directe
B6100;2025;Agglomération d'Alençon;;;5. Après 2005;;Ensemble 1P;;;;;;;;;;;;;;4;34;Estimation directe
B6100;2025;Agglomération d'Alençon;;;5. Après 2005;;Ensemble 2P;;;;;;;;;;;;;;33;179;Estimation directe
B6100;2025;Agglomération d'Alençon;;;5. Après 2005;;Ensemble 3P;;;;;;;;;;;;;;22;84;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;;;;5.6;6.6;7.5;8.5;9.9;7.2;440;520;602;683;790;612;85;422;2408;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;;;Maison 1-3P;6;7.7;8.6;9.6;10.3;8.3;400;445;536;592;620;515;62;120;845;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;;;Maison 4P+;5.4;6.1;7.1;8;8.7;6.8;500;591;660;750;810;662;97;302;1563;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;;1. Moins de 1 an;;6.6;6.9;7.6;9.6;10;7.8;425;500;650;700;840;623;80;65;;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;26;;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;39;;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;;2. 1 an et plus;;;;;;;;;;;;;;;357;;
B6100;2025;Agglomération d'Alençon;;Maison;;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;94;;
B6100;2025;Agglomération d'Alençon;;Maison;;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;263;;
B6100;2025;Agglomération d'Alençon;;Maison;1. Avant 1946;;;4.7;5.7;7.1;8.5;9.4;6.6;425;470;540;650;850;573;86;168;686;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;1. Avant 1946;;Maison 1-3P;5.8;6.7;7.9;9.1;9.7;7.8;410;435;500;550;571;488;63;60;301;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;1. Avant 1946;;Maison 4P+;4;5.4;6.1;7.5;8.6;6.1;440;500;590;808;860;640;105;108;385;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;2. Entre 1946-1970;;;5.9;6.9;7.9;8.8;10;7.5;480;550;600;650;670;594;79;62;491;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;15;198;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;2. Entre 1946-1970;;Maison 4P+;;;;;;;;;;;;;;47;293;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;3. Entre 1971-1990;;;;;;;;;;;;;;;;41;549;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;7;166;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;3. Entre 1971-1990;;Maison 4P+;;;;;;;;;;;;;;34;384;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;4. Entre 1991-2005;;;6.8;7.4;8.2;9.6;10;8.1;400;480;630;684;739;596;74;79;391;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;28;140;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;4. Entre 1991-2005;;Maison 4P+;6.8;7.4;7.8;8.2;8.5;7.6;640;659;684;722;739;686;90;51;251;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;5. Après 2005;;;5.7;6.6;7;8.1;8.5;7.1;503;600;681;765;815;684;97;72;291;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;10;41;Estimation directe
B6100;2025;Agglomération d'Alençon;;Maison;5. Après 2005;;Maison 4P+;5.6;6.3;6.9;7.7;8.1;6.9;498;627;740;766;815;703;102;62;250;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;;;;6.1;7.6;9.3;11;14.2;8.8;265;339;400;475;571;411;47;777;2938;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;;;Appart 1P;8.8;10.6;12.8;16.7;19.4;12.4;250;259;310;340;358;304;24;178;676;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;;;Appart 2P;6.6;8.1;9.4;10.9;12.1;9.2;290;360;395;438;492;396;43;292;1241;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;;;Appart 3P;5.7;6.7;8;9.3;9.8;7.8;373;407;480;550;625;486;62;197;743;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;;;Appart 4P+;5.5;5.9;6.8;7.6;8.9;6.9;400;420;540;653;750;553;81;110;278;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;;1. Moins de 1 an;;7.1;8.4;9.7;12;17.9;9.4;260;330;390;473;591;407;43;228;;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;;1. Moins de 1 an;Appart 1P;8.7;10.6;14.2;18.3;20.8;12.8;250;250;287;321;341;288;23;63;;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;;1. Moins de 1 an;Appart 2P;7.8;8.5;10.4;11;13.7;9.8;332;360;400;425;480;400;41;89;;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;;1. Moins de 1 an;Appart 3P;;;;;;;;;;;;;;46;;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;;1. Moins de 1 an;Appart 4P+;;;;;;;;;;;;;;30;;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;;2. 1 an et plus;;;;;;;;;;;;;;;549;;
B6100;2025;Agglomération d'Alençon;;Appartement;;2. 1 an et plus;Appart 1P;;;;;;;;;;;;;;115;;
B6100;2025;Agglomération d'Alençon;;Appartement;;2. 1 an et plus;Appart 2P;;;;;;;;;;;;;;203;;
B6100;2025;Agglomération d'Alençon;;Appartement;;2. 1 an et plus;Appart 3P;;;;;;;;;;;;;;151;;
B6100;2025;Agglomération d'Alençon;;Appartement;;2. 1 an et plus;Appart 4P+;;;;;;;;;;;;;;80;;
B6100;2025;Agglomération d'Alençon;;Appartement;1. Avant 1946;;;6;7.4;9.3;11.3;13.8;8.8;260;330;384;455;560;399;45;319;975;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;1. Avant 1946;;Appart 1P;8.2;11;12.8;15.6;18.6;12.5;220;275;310;340;398;311;25;90;236;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;1. Avant 1946;;Appart 2P;6.1;7.8;9.8;11.1;13.7;9.3;260;345;380;410;475;380;41;119;452;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;1. Avant 1946;;Appart 3P;5.7;6.1;7.7;9;9.6;7.5;356;390;471;541;600;468;62;68;216;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;1. Avant 1946;;Appart 4P+;;;;;;;;;;;;;;42;70;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;2. Entre 1946-1970;;;5.7;6.8;8;10;17.9;7.9;250;307;388;428;480;375;47;168;710;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;2. Entre 1946-1970;;Appart 1P;;;;;;;;;;;;;;29;171;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;2. Entre 1946-1970;;Appart 2P;;;;;;;;;;;;;;42;228;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;2. Entre 1946-1970;;Appart 3P;5.4;6.3;7.3;7.7;8.8;7;360;400;420;469;500;428;61;56;198;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;2. Entre 1946-1970;;Appart 4P+;;;;;;;;;;;;;;41;113;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;3. Entre 1971-1990;;;7.1;8.3;9.5;10.6;13.1;9.1;285;340;419;520;625;443;49;139;647;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;3. Entre 1971-1990;;Appart 1P;;;;;;;;;;;;;;42;159;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;3. Entre 1971-1990;;Appart 2P;7.2;7.9;8.8;9.6;10.1;8.7;371;400;439;466;492;435;50;55;269;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;3. Entre 1971-1990;;Appart 3P;;;;;;;;;;;;;;25;166;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;3. Entre 1971-1990;;Appart 4P+;;;;;;;;;;;;;;17;53;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;4. Entre 1991-2005;;;7.5;8.9;10;11.4;14.3;9.5;325;394;435;500;556;453;48;100;332;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;4. Entre 1991-2005;;Appart 1P;;;;;;;;;;;;;;13;76;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;4. Entre 1991-2005;;Appart 2P;;;;;;;;;;;;;;43;123;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;4. Entre 1991-2005;;Appart 3P;;;;;;;;;;;;;;36;111;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;4. Entre 1991-2005;;Appart 4P+;;;;;;;;;;;;;;8;22;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;5. Après 2005;;;7.4;8.3;9;9.4;10.1;8.7;385;385;475;500;575;465;53;51;274;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;5. Après 2005;;Appart 1P;;;;;;;;;;;;;;4;34;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;5. Après 2005;;Appart 2P;;;;;;;;;;;;;;33;170;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;5. Après 2005;;Appart 3P;;;;;;;;;;;;;;12;52;Estimation directe
B6100;2025;Agglomération d'Alençon;;Appartement;5. Après 2005;;Appart 4P+;;;;;;;;;;;;;;2;18;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;;;;6.8;7.5;8.9;10.1;11.6;8.5;380;455;550;731;897;605;71;1609;18864;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;;;Maison 1-3P;;;;;;;;;;;;;;;;
B7100;2025;Agglomération de Chalon-sur-Saône;;;;;Ensemble 4P+;6.3;7;7.8;9.1;9.8;7.7;540;670;806;901;1060;815;105;352;6653;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;;;Maison 4P+;6.7;7.2;8;9.4;10;8;725;810;870;1001;1394;927;116;122;3341;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;;;Appart 1P;8.8;10.4;12.3;14.4;16.4;12;270;305;350;401;451;356;30;187;1414;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;;;Appart 2P;7.7;8.6;9.6;11.2;12.2;9.7;357;410;455;505;556;458;47;522;4318;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;;;Appart 3P;6.9;7.5;8.5;9.4;10.4;8.5;442;485;545;611;700;554;66;502;5269;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;;;Appart 4P+;5.5;6.7;7.5;8.8;9.6;7.4;500;569;684;801;960;706;95;230;3312;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;;;Ensemble 1P;8.8;10.1;11.8;14.3;16.3;11.9;270;300;347;392;451;352;30;188;1435;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;;;Ensemble 2P;7.7;8.5;9.6;11.1;12.1;9.7;363;414;457;509;566;461;48;527;4587;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;;;Ensemble 3P;6.9;7.6;8.7;9.7;10.7;8.6;436;485;550;631;733;567;66;542;6188;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;;1. Moins de 1 an;;6.9;7.9;9.3;10.5;12.2;8.7;400;480;600;800;930;652;75;407;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;;1. Moins de 1 an;Ensemble 4P+;6.6;7;8.6;9.4;10;8;560;703;820;930;1090;854;107;96;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;;1. Moins de 1 an;Ensemble 1P;10;10.2;13.1;16.3;17.1;12.8;300;300;351;410;486;367;29;51;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;;1. Moins de 1 an;Ensemble 2P;7.7;9;10.1;11.6;12.2;10;400;430;475;518;550;475;47;123;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;;1. Moins de 1 an;Ensemble 3P;7.2;8.1;9.3;10;11.8;9.1;480;510;590;679;750;599;66;137;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;;2. 1 an et plus;;6.7;7.5;8.7;10;11.3;8.4;377;449;534;700;870;589;70;1202;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;;2. 1 an et plus;Ensemble 4P+;;;;;;;;;;;;;;256;;
B7100;2025;Agglomération de Chalon-sur-Saône;;;;2. 1 an et plus;Ensemble 1P;;;;;;;;;;;;;;137;;
B7100;2025;Agglomération de Chalon-sur-Saône;;;;2. 1 an et plus;Ensemble 2P;;;;;;;;;;;;;;404;;
B7100;2025;Agglomération de Chalon-sur-Saône;;;;2. 1 an et plus;Ensemble 3P;;;;;;;;;;;;;;405;;
B7100;2025;Agglomération de Chalon-sur-Saône;;;1. Avant 1946;;;6.8;7.6;9;10.3;11.8;8.4;355;445;527;713;899;598;71;543;4566;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;1. Avant 1946;;Ensemble 4P+;5.5;6.9;7.5;9;9.8;7.3;650;703;817;999;1244;876;119;103;1501;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;1. Avant 1946;;Ensemble 1P;8.8;10;11.7;13.6;17.1;11.8;272;300;350;401;480;358;30;85;347;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;1. Avant 1946;;Ensemble 2P;7.6;8.5;9.8;11.1;12.2;9.7;340;389;455;500;570;450;47;207;1302;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;1. Avant 1946;;Ensemble 3P;6.8;7.9;9;10;10.8;8.7;442;485;551;650;754;572;66;148;1417;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;1. Avant 1946;1. Moins de 1 an;;6.8;7.4;9.4;11;12.9;8.5;380;475;590;764;1060;654;77;162;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;381;;
B7100;2025;Agglomération de Chalon-sur-Saône;;;2. Entre 1946-1970;;;6.4;7.2;8.3;9.3;10.3;8.1;400;447;510;580;685;532;66;260;4525;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;2. Entre 1946-1970;;Ensemble 4P+;5.8;6.5;7.3;8.2;9.3;7.4;477;530;612;725;850;636;86;70;1549;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;2. Entre 1946-1970;;Ensemble 1P;;;;;;;;;;;;;;15;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;2. Entre 1946-1970;;Ensemble 2P;7.6;8.3;9.4;9.9;11.6;9.3;356;398;430;480;500;433;47;50;1002;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;2. Entre 1946-1970;;Ensemble 3P;6.9;7.3;8.4;9.3;10;8.3;425;450;501;560;611;513;62;125;1595;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;2. Entre 1946-1970;1. Moins de 1 an;;7.5;8.3;9.4;9.8;10.7;9.1;450;480;534;590;685;555;61;66;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;194;;
B7100;2025;Agglomération de Chalon-sur-Saône;;;3. Entre 1971-1990;;;6.8;7.4;8.2;9.4;11.4;8.3;377;444;511;698;900;585;71;287;4772;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;3. Entre 1971-1990;;Ensemble 4P+;6.5;7;7.7;8.5;9.4;7.8;489;580;797;900;980;781;100;70;1601;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;3. Entre 1971-1990;;Ensemble 1P;;;;;;;;;;;;;;45;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;3. Entre 1971-1990;;Ensemble 2P;7.7;8.2;9;9.7;11.4;8.9;400;443;456;480;519;458;51;79;1103;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;3. Entre 1971-1990;;Ensemble 3P;6.9;7.2;7.7;8.6;10;8.1;430;458;509;574;640;532;66;93;1594;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;3. Entre 1971-1990;1. Moins de 1 an;;6.8;7.7;8.3;10.2;13.1;8.5;380;440;560;820;900;619;73;61;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;226;;
B7100;2025;Agglomération de Chalon-sur-Saône;;;4. Entre 1991-2005;;;6.7;7.5;9.2;10.6;12;8.5;437;578;734;864;900;711;84;99;2535;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;4. Entre 1991-2005;;Ensemble 4P+;;;;;;;;;;;;;;33;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;4. Entre 1991-2005;;Ensemble 1P;;;;;;;;;;;;;;10;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;4. Entre 1991-2005;;Ensemble 2P;;;;;;;;;;;;;;30;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;4. Entre 1991-2005;;Ensemble 3P;;;;;;;;;;;;;;26;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;24;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;4. Entre 1991-2005;2. 1 an et plus;;;;;;;;;;;;;;;75;;
B7100;2025;Agglomération de Chalon-sur-Saône;;;5. Après 2005;;;8.4;9;9.6;10.7;11.6;9.5;457;549;670;835;912;695;73;420;2466;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;5. Après 2005;;Ensemble 4P+;7.8;8.7;9.2;9.9;10.8;9.1;748;806;859;912;1050;889;97;76;948;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;5. Après 2005;;Ensemble 1P;;;;;;;;;;;;;;33;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;5. Après 2005;;Ensemble 2P;9.2;9.7;10.6;11.4;12.4;10.6;451;471;518;543;587;512;49;161;596;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;5. Après 2005;;Ensemble 3P;8.4;8.8;9.3;10.2;10.9;9.4;569;601;652;699;767;657;70;150;836;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;5. Après 2005;1. Moins de 1 an;;7.9;9.2;9.2;10.3;11;9.2;531;630;800;850;921;770;84;94;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;326;;
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;;;;6.8;7.4;8.8;10;10.5;8.3;457;704;840;901;1090;831;100;168;4552;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;;;Maison 1-3P;;;;;;;;;;;;;;;;
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;;;Maison 4P+;6.7;7.2;8;9.4;10;8;725;810;870;1001;1394;927;116;122;3341;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;;1. Moins de 1 an;;6.8;7;9.2;9.5;10.6;8.2;510;703;850;1050;1100;860;105;53;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;;;
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;42;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;;2. 1 an et plus;;;;;;;;;;;;;;;115;;
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;;2. 1 an et plus;Maison 1-3P;;;;;;;;;;;;;;;;
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;;2. 1 an et plus;Maison 4P+;;;;;;;;;;;;;;80;;
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;1. Avant 1946;;;6.8;7;9;10;10.3;8;420;562;750;900;1400;776;96;54;1178;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;1. Avant 1946;;Maison 1-3P;;;;;;;;;;;;;;;;
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;28;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;19;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;1. Avant 1946;2. 1 an et plus;;;;;;;;;;;;;;;35;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;15;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;;;
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;2. Entre 1946-1970;;Maison 4P+;;;;;;;;;;;;;;11;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;4;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;11;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;3. Entre 1971-1990;;;;;;;;;;;;;;;;14;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;;;
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;3. Entre 1971-1990;;Maison 4P+;;;;;;;;;;;;;;11;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;4;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;10;;Estimation directe
B7100;2025;Agglomération de Chalon-sur-Saône;;Maison;4. Entre 1991-2005;;;;;;;;;;;;;;;;23;;Estimation directe
